feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Methylococcales.f__Methylothermaceae.g__Methylohalobius	PC_combined	MS2	0.9079353349788	0.133483404072678	77	77	5.21396913396316e-08	2.3825969921563e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Thiocystis	PC_combined	MS2	0.909658844586611	0.133964105143646	77	77	5.40260073674297e-08	2.3825969921563e-06
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cytophagaceae.g__Rudanella	PC_combined	MS2	0.913396033976037	0.13473455922933	77	77	5.59295068581291e-08	2.3825969921563e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Youngiibacter	PC_combined	MS2	0.910529244362637	0.134950924034259	77	77	6.17268364586254e-08	2.54473861271365e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Cryomorphaceae.g__Owenweeksia	PC_combined	MS2	0.914753213899621	0.135811193890922	77	77	6.40125254360142e-08	2.55650023460082e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Rhodocyclales.f__Rhodocyclaceae.g__Azonexus	PC_combined	MS2	0.764445014288692	0.11401649781807	77	77	7.11521969388909e-08	2.75553053599705e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Zymobacter	PC_combined	MS2	0.732254470426816	0.0886345675876509	77	77	7.37462514336268e-08	2.77199145094632e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Vibrionales.f__Vibrionaceae.g__Candidatus_Photodesmus	PC_combined	MS2	0.734933863815829	0.0947272052315057	77	77	8.11719729719399e-08	2.96393661308969e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Obesumbacterium	PC_combined	MS2	0.734879845983385	0.0896198862688542	77	77	8.53878081799091e-08	3.03126719038677e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Candidatus_Moranella	PC_combined	MS2	0.645087066257165	0.0972666231736707	77	77	9.34871779316388e-08	3.18489290261671e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Piscirickettsiaceae.g__Hydrogenovibrio	PC_combined	MS2	0.890792653548287	0.124987418316828	77	77	9.46994759776487e-08	3.18489290261671e-06
k__Viruses.f__Phycodnaviridae.g__Coccolithovirus	PC_combined	MS2	1.14132856143895	0.174815265613506	77	1	1.21426104773956e-07	3.44850137558035e-06
k__Viruses.o__Caudovirales.f__Myoviridae.g__Phikzlikevirus	PC_combined	MS2	0.739375051587733	0.0946526901716919	77	77	1.14177153444593e-07	3.44850137558035e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Bradyrhizobiaceae.g__Oligotropha	PC_combined	MS2	1.05040287630677	0.160234252242958	77	77	1.11653031969643e-07	3.44850137558035e-06
k__Bacteria.p__Cyanobacteria.o__Pleurocapsales.g__Myxosarcina	PC_combined	MS2	0.740038696261303	0.0937004212556054	77	77	1.19613457415195e-07	3.44850137558035e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Gallionellales.f__Gallionellaceae.g__Gallionella	PC_combined	MS2	0.643934886650191	0.0978925143185033	77	77	1.09936251372067e-07	3.44850137558035e-06
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Nautiliales.f__Nautiliaceae.g__Nautilia	PC_combined	MS2	0.738727546800516	0.0949488455597239	77	77	1.09647962125202e-07	3.44850137558035e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Basfia	PC_combined	MS2	0.739741276566888	0.0939507549229292	77	77	1.16516997694081e-07	3.44850137558035e-06
k__Bacteria.p__Thermodesulfobacteria.c__Thermodesulfobacteria.o__Thermodesulfobacteriales.f__Thermodesulfobacteriaceae.g__Caldimicrobium	PC_combined	MS2	0.740768330454123	0.0926055477884431	77	77	1.29701135088597e-07	3.60343588354842e-06
k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Dactylococcopsis	PC_combined	MS2	1.03329867044215	0.158535807664733	77	77	1.38608943446808e-07	3.76898361117066e-06
k__Viruses.o__Caudovirales.f__Myoviridae.g__Cp220likevirus	PC_combined	MS2	0.742426014382509	0.0952550994736766	77	75	1.50954282637868e-07	3.88625796682707e-06
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cyclobacteriaceae.g__Nitritalea	PC_combined	MS2	0.741827538022938	0.0920502654267772	77	77	1.4736288189286e-07	3.88625796682707e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Glycomycetales.f__Glycomycetaceae.g__Haloglycomyces	PC_combined	MS2	0.93077497523156	0.13536831236487	77	77	1.5204452139386e-07	3.88625796682707e-06
k__Viruses.f__Bicaudaviridae.g__Bicaudavirus	PC_combined	MS2	0.748540106535976	0.0953325379805425	77	77	2.77286243487806e-07	3.98170583345411e-06
k__Viruses.f__Circoviridae.g__Gyrovirus	PC_combined	MS2	0.747154760839117	0.0960029075214327	77	77	2.39069707051702e-07	3.98170583345411e-06
k__Viruses.f__Anelloviridae.g__Alphatorquevirus	PC_combined	MS2	0.748463829205608	0.0954544483011502	77	77	2.74670472097996e-07	3.98170583345411e-06
k__Viruses.f__Closteroviridae.g__Closterovirus	PC_combined	MS2	0.746669260192253	0.0940005604909056	77	55	2.32846388052162e-07	3.98170583345411e-06
k__Viruses.f__Fuselloviridae.g__Alphafusellovirus	PC_combined	MS2	0.747368144364023	0.0956973839727129	77	77	2.44258336963772e-07	3.98170583345411e-06
k__Viruses.f__Virgaviridae.g__Pecluvirus	PC_combined	MS2	0.745586757819453	0.0968987554301282	77	77	2.08282515028811e-07	3.98170583345411e-06
k__Viruses.f__Orthomyxoviridae.g__Influenzavirus_C	PC_combined	MS2	0.748406256919271	0.0957147543057977	77	77	2.71444966534388e-07	3.98170583345411e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__Phi29likevirus	PC_combined	MS2	0.748553258173102	0.0955913756741048	77	77	2.77130346905683e-07	3.98170583345411e-06
k__Viruses.f__Caulimoviridae.g__Cavemovirus	PC_combined	MS2	0.748316690239556	0.0957991976463716	77	77	2.69611048360976e-07	3.98170583345411e-06
k__Viruses.f__Caulimoviridae.g__Caulimovirus	PC_combined	MS2	0.748520765336486	0.0957787246762176	77	77	2.75378573606503e-07	3.98170583345411e-06
k__Viruses.f__Bromoviridae.g__Alfamovirus	PC_combined	MS2	0.748482449286826	0.0956335472674068	77	77	2.74306592070129e-07	3.98170583345411e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__Sp6likevirus	PC_combined	MS2	0.74562048284473	0.0948210627626591	77	77	2.05020969997031e-07	3.98170583345411e-06
k__Viruses.o__Tymovirales.f__Alphaflexiviridae.g__Allexivirus	PC_combined	MS2	0.748314145418381	0.0956297112960256	77	77	2.69857471704048e-07	3.98170583345411e-06
k__Viruses.f__Parvoviridae.g__Ambidensovirus	PC_combined	MS2	0.748280910346364	0.095708212732686	77	77	2.68434307458198e-07	3.98170583345411e-06
k__Viruses.o__Picornavirales.f__Secoviridae.g__Comovirus	PC_combined	MS2	0.747466316728502	0.0956641172102436	77	77	2.4676940301224e-07	3.98170583345411e-06
k__Viruses.g__Polemovirus	PC_combined	MS2	0.7485079471095	0.0957937995563492	77	77	2.75150548420686e-07	3.98170583345411e-06
k__Viruses.f__Bromoviridae.g__Ilarvirus	PC_combined	MS2	0.748351797787468	0.0956277010896917	77	77	2.7091289441346e-07	3.98170583345411e-06
k__Viruses.f__Totiviridae.g__Totivirus	PC_combined	MS2	0.748438162229904	0.0957180620560662	77	77	2.73175613203639e-07	3.98170583345411e-06
k__Viruses.f__Potyviridae.g__Tritimovirus	PC_combined	MS2	0.748475902726455	0.0957184034588917	77	77	2.74267604960999e-07	3.98170583345411e-06
k__Viruses.f__Papillomaviridae.g__Dyopipapillomavirus	PC_combined	MS2	0.748428556434976	0.0956605081452387	77	77	2.73195781773327e-07	3.98170583345411e-06
k__Archaea.p__Euryarchaeota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Methanomassiliicoccaceae.g__Candidatus_Methanomethylophilus	PC_combined	MS2	0.748346684821924	0.0946033368990119	77	77	2.74857981335792e-07	3.98170583345411e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Mangrovibacter	PC_combined	MS2	0.744752612199812	0.0941864650816929	77	77	1.88827520961365e-07	3.98170583345411e-06
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfospira	PC_combined	MS2	0.74503035447387	0.0939661847122919	77	77	1.95034639394534e-07	3.98170583345411e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Paeniglutamicibacter	PC_combined	MS2	0.745639553394393	0.0913316195779795	77	77	2.38735664128737e-07	3.98170583345411e-06
k__Bacteria.p__Acidobacteria.c__Acidobacteriia.o__Acidobacteriales.f__Acidobacteriaceae.g__Candidatus_Koribacter	PC_combined	MS2	0.744612226024702	0.0916817443620518	77	77	2.05534404682017e-07	3.98170583345411e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Marinococcus	PC_combined	MS2	0.747892224911281	0.0944191404401798	77	77	2.63302186996126e-07	3.98170583345411e-06
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfobacula	PC_combined	MS2	0.743305994093697	0.0925156567441194	77	77	1.69321442041744e-07	3.98170583345411e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Thalassobium	PC_combined	MS2	0.744453266506592	0.0950131854113331	77	77	1.82480320471171e-07	3.98170583345411e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Mesonia	PC_combined	MS2	0.746334567712918	0.0932857738363722	77	77	2.29611962039104e-07	3.98170583345411e-06
k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Candidatus_Atelocyanobacterium	PC_combined	MS2	0.743511322866018	0.0928747625180635	77	77	1.70844514687143e-07	3.98170583345411e-06
k__Archaea.p__Euryarchaeota.c__Thermoplasmata.o__Thermoplasmatales.f__Ferroplasmaceae.g__Ferroplasma	PC_combined	MS2	0.746560575404956	0.0957607370160749	77	75	2.2567844049064e-07	3.98170583345411e-06
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dielma	PC_combined	MS2	0.747933768375224	0.0955649623256992	77	77	2.59322486298112e-07	3.98170583345411e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Natrialbales.f__Natrialbaceae.g__Halostagnicola	PC_combined	MS2	0.74646163771483	0.0955109367758126	77	77	2.22628504368501e-07	3.98170583345411e-06
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfohalobiaceae.g__Desulfonatronospira	PC_combined	MS2	0.742559789923833	0.0897749753631207	77	77	1.91738171725824e-07	3.98170583345411e-06
k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Cloacibacillus	PC_combined	MS2	0.747711881056546	0.0957196068814671	77	77	2.53057382920986e-07	3.98170583345411e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Subdoligranulum	PC_combined	MS2	0.747720788103331	0.09425924377101	77	77	2.59042349187242e-07	3.98170583345411e-06
contaminant1Harvard	PC_combined	MS2	0.748460081385606	0.0957252076189953	77	77	2.73773427349004e-07	3.98170583345411e-06
contaminant2HarvardCanadaBaylorWashU	PC_combined	MS2	0.748458051160224	0.0957255839961289	77	77	2.73659589992566e-07	3.98170583345411e-06
contaminant3AllSeqCenters	PC_combined	MS2	0.748460081397308	0.0957252076168428	77	77	2.73773429068624e-07	3.98170583345411e-06
k__Viruses.o__Tymovirales.f__Betaflexiviridae.g__Foveavirus	PC_combined	MS2	0.748726707499958	0.095592804859414	77	77	2.82295387799188e-07	4.00859450674847e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__Bcep22likevirus	PC_combined	MS2	0.748932576711512	0.0956626255439085	77	77	2.88403716503856e-07	4.02086581225651e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Barnyardlikevirus	PC_combined	MS2	0.749031327831857	0.0952537532305039	77	77	2.92598216384863e-07	4.02086581225651e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Reinekea	PC_combined	MS2	0.722038645894934	0.086667116862531	77	77	2.91922671515436e-07	4.02086581225651e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__T5likevirus	PC_combined	MS2	0.749308649920823	0.0960623071800543	77	77	2.99042085440296e-07	4.05163733480181e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Pseudobutyrivibrio	PC_combined	MS2	0.736563983782887	0.0924934790438354	77	77	3.01178049144109e-07	4.05163733480181e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Aeromonadales.f__Aeromonadaceae.g__Tolumonas	PC_combined	MS2	1.10908332354121	0.17796609078717	77	77	3.04802054370905e-07	4.05767734881268e-06
k__Viruses.f__Anelloviridae.g__Betatorquevirus	PC_combined	MS2	0.749624882749273	0.0957712656761018	77	77	3.10243422967941e-07	4.08753705724772e-06
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobulbaceae.g__Desulfurivibrio	PC_combined	MS2	0.749246199181258	0.0936193569502564	77	77	3.1761407708286e-07	4.14194684195811e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Siccibacter	PC_combined	MS2	0.748178233170588	0.0913421169870054	77	77	3.28539052535648e-07	4.24114049636927e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Thermoactinomycetaceae.g__Shimazuella	PC_combined	MS2	0.749551234401197	0.092988270499358	77	77	3.41952810661619e-07	4.37015692025549e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Actinopolymorpha	PC_combined	MS2	0.746650719455057	0.0892982836373414	77	77	3.48683082815399e-07	4.38344870452551e-06
k__Bacteria.p__Thermotogae.c__Thermotogae.o__Kosmotogales.f__Kosmotogaceae.g__Mesotoga	PC_combined	MS2	0.749384444981548	0.0923793262291621	77	77	3.4985271350673e-07	4.38344870452551e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Chromobacteriaceae.g__Leeia	PC_combined	MS2	0.904033469740725	0.146056706305551	77	77	3.56524371040103e-07	4.42367132222575e-06
k__Viruses.f__Narnaviridae.g__Narnavirus	PC_combined	MS2	0.750920509434179	0.0954833873965319	77	77	3.60359679148218e-07	4.42826605722522e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Litoreibacter	PC_combined	MS2	1.01033262073298	0.159761703487769	77	77	3.67306532576748e-07	4.4284693267272e-06
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Coriobacterium	PC_combined	MS2	0.750547787306245	0.0939740055668759	77	77	3.65363332133705e-07	4.4284693267272e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Arenitalea	PC_combined	MS2	0.750322975299519	0.0923944543535604	77	77	3.94331384217781e-07	4.70986457037686e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Skunalikevirus	PC_combined	MS2	0.751824048107711	0.0943256000018629	77	77	4.19497180747698e-07	4.96404997218109e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Jeotgalibacillus	PC_combined	MS2	0.752204888037664	0.0950289465590738	77	77	4.25451747507223e-07	4.98832415884615e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__N4likevirus	PC_combined	MS2	0.752694235648497	0.0961265329852577	77	77	4.35298707800402e-07	5.05737953244467e-06
k__Viruses.f__Papillomaviridae.g__Betapapillomavirus	PC_combined	MS2	0.752685715812494	0.0955828969852617	77	77	4.43143498185424e-07	5.10213865478353e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Chromobacteriaceae.g__Chitiniphilus	PC_combined	MS2	0.897849579122424	0.114609503788255	77	77	4.63496866170322e-07	5.28883031219349e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Alicyclobacillaceae.g__Effusibacillus	PC_combined	MS2	0.752598437967567	0.0933551596046969	77	77	4.91394581259855e-07	5.50879188464995e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas	PC_combined	MS2	0.751323121536555	0.0967298129788689	77	77	4.89405270746098e-07	5.50879188464995e-06
k__Viruses.f__Poxviridae.g__Parapoxvirus	PC_combined	MS2	0.75346901046449	0.0946374043558109	77	77	5.07123857560783e-07	5.53935290566393e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Rummeliibacillus	PC_combined	MS2	0.75361286673053	0.0952192504380084	77	77	5.01174743241385e-07	5.53935290566393e-06
k__Archaea.p__Thaumarchaeota.g__Candidatus_Nitrosotenuis	PC_combined	MS2	0.75355815535865	0.0948454716952607	77	77	5.06173669122957e-07	5.53935290566393e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Lambdalikevirus	PC_combined	MS2	0.753698441849376	0.0944363432209471	77	77	5.27229830069681e-07	5.71016714261909e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Basilea	PC_combined	MS2	0.753194206281554	0.0928545009655845	77	77	5.55362728459974e-07	5.76401830718473e-06
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cyclobacteriaceae.g__Cyclobacterium	PC_combined	MS2	0.737030157849013	0.0892779409913818	77	77	5.42088071606171e-07	5.76401830718473e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.f__Competibacteraceae.g__Candidatus_Competibacter	PC_combined	MS2	0.926548368685368	0.15348330543364	77	77	5.5981214078623e-07	5.76401830718473e-06
k__Archaea.p__Thaumarchaeota.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Candidatus_Nitrosoarchaeum	PC_combined	MS2	0.754266288027428	0.0945641347407285	77	77	5.63773308605705e-07	5.76401830718473e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halarchaeum	PC_combined	MS2	0.934224135997452	0.154792372269782	77	77	5.62374813169887e-07	5.76401830718473e-06
k__Bacteria.p__Chlorobi.c__Chlorobia.o__Chlorobiales.f__Chlorobiaceae.g__Pelodictyon	PC_combined	MS2	0.934160425809735	0.154666761766371	77	77	5.54559669272457e-07	5.76401830718473e-06
k__Bacteria.p__Chloroflexi.c__Chloroflexia.o__Chloroflexales.f__Oscillochloridaceae.g__Oscillochloris	PC_combined	MS2	0.933625874895701	0.154600735342537	77	77	5.56079668142157e-07	5.76401830718473e-06
k__Viruses.f__Poxviridae.g__Avipoxvirus	PC_combined	MS2	0.751768992883974	0.0901346714002541	77	28	6.21118500226075e-07	6.25031057707814e-06
k__Viruses.o__Herpesvirales.f__Herpesviridae.g__Lymphocryptovirus	PC_combined	MS2	0.901226320800773	0.149912960617162	77	77	6.17768514125309e-07	6.25031057707814e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Robiginitalea	PC_combined	MS2	0.754330678138124	0.0929713955990702	77	77	6.41959783885998e-07	6.40956721723676e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halalkalicoccus	PC_combined	MS2	0.942834056840111	0.157812171482708	77	73	6.80023228816343e-07	6.73697431338982e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Natronomonas	PC_combined	MS2	0.756668442517025	0.0955146633726319	77	77	7.26224361088633e-07	7.13934410362518e-06
k__Bacteria.p__Cyanobacteria.o__Stigonematales.g__Mastigocladopsis	PC_combined	MS2	0.738193429143806	0.089109226980239	77	77	7.37021490006039e-07	7.19017911624212e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Chromobacteriaceae.g__Chitinibacter	PC_combined	MS2	0.754875804673123	0.0922211925146086	77	77	7.50860406847843e-07	7.21503458610183e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Paucisalibacillus	PC_combined	MS2	0.755889911760948	0.0936168994890662	77	10	7.49899408713623e-07	7.21503458610183e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Thiorhodococcus	PC_combined	MS2	0.628538235589502	0.105408223229221	77	77	7.71380215983632e-07	7.35633236424657e-06
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfatirhabdium	PC_combined	MS2	0.93893696618318	0.158293391201571	77	34	7.77077362420412e-07	7.35633236424657e-06
