feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Viruses.f__Closteroviridae.g__Ampelovirus	Likely_combined	MS2	0.57666302776334	0.086578941580177	77	77	1.51505748374305e-07	1.76357729410709e-06
k__Viruses.o__Herpesvirales.f__Malacoherpesviridae.g__Ostreavirus	Likely_combined	MS2	0.763241870889512	0.114287995523022	77	12	8.63678978513472e-08	1.76357729410709e-06
k__Viruses.o__Tymovirales.f__Betaflexiviridae.g__Foveavirus	Likely_combined	MS2	0.576604907893763	0.0870283620195071	77	77	1.67275891199801e-07	1.76357729410709e-06
k__Viruses.g__Bacilladnavirus	Likely_combined	MS2	0.762561349921174	0.115022223920374	77	1	1.0025068273891e-07	1.76357729410709e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Skunalikevirus	Likely_combined	MS2	0.57850768372043	0.0863459664391952	77	77	1.41080524487786e-07	1.76357729410709e-06
k__Viruses.o__Caudovirales.f__Myoviridae.g__Phikzlikevirus	Likely_combined	MS2	0.574921780153103	0.0857881669759793	77	77	1.51517534530767e-07	1.76357729410709e-06
k__Viruses.f__Orthomyxoviridae.g__Influenzavirus_C	Likely_combined	MS2	0.576467966105586	0.0870945342067317	77	77	1.70247460911951e-07	1.76357729410709e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__Phi29likevirus	Likely_combined	MS2	0.576526096588788	0.0870189811388091	77	77	1.67268296207914e-07	1.76357729410709e-06
k__Viruses.f__Caulimoviridae.g__Cavemovirus	Likely_combined	MS2	0.576394244156048	0.0871512877864465	77	77	1.72467692642882e-07	1.76357729410709e-06
k__Viruses.f__Anelloviridae.g__Betatorquevirus	Likely_combined	MS2	0.577220900259248	0.0872032126384445	77	77	1.72758592075797e-07	1.76357729410709e-06
k__Viruses.f__Caulimoviridae.g__Caulimovirus	Likely_combined	MS2	0.576520933969259	0.0871467993636014	77	77	1.7204918620436e-07	1.76357729410709e-06
k__Viruses.o__Caudovirales.f__Myoviridae.g__Pbunalikevirus	Likely_combined	MS2	0.575843802938097	0.0869509617416113	77	77	1.66222913581471e-07	1.76357729410709e-06
k__Viruses.f__Reoviridae.g__Phytoreovirus	Likely_combined	MS2	0.57788195784962	0.0872039201285139	77	77	1.71571231225753e-07	1.76357729410709e-06
k__Viruses.f__Bromoviridae.g__Alfamovirus	Likely_combined	MS2	0.576497601601986	0.0870431849769041	77	77	1.68220762954577e-07	1.76357729410709e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__Sp6likevirus	Likely_combined	MS2	0.574640209560253	0.0863370298435067	77	77	1.47520067089816e-07	1.76357729410709e-06
k__Viruses.f__Sphaerolipoviridae.g__Gammasphaerolipovirus	Likely_combined	MS2	0.576475238702488	0.0871494487990745	77	77	1.72166711338814e-07	1.76357729410709e-06
k__Viruses.f__Flaviviridae.g__Pegivirus	Likely_combined	MS2	0.576455024137851	0.0871034798613533	77	77	1.70576549416802e-07	1.76357729410709e-06
k__Viruses.o__Mononegavirales.f__Rhabdoviridae.g__Vesiculovirus	Likely_combined	MS2	0.57573338623514	0.0870658790596463	77	77	1.70748981188707e-07	1.76357729410709e-06
k__Viruses.o__Mononegavirales.f__Rhabdoviridae.g__Lyssavirus	Likely_combined	MS2	0.57629986916063	0.0870196426485135	77	77	1.67748614931705e-07	1.76357729410709e-06
k__Viruses.f__Hepadnaviridae.g__Orthohepadnavirus	Likely_combined	MS2	0.575391903419677	0.0835917966088514	77	76	9.70503526126499e-08	1.76357729410709e-06
k__Viruses.o__Tymovirales.f__Alphaflexiviridae.g__Allexivirus	Likely_combined	MS2	0.576381254844151	0.0870322360805182	77	77	1.68077614251426e-07	1.76357729410709e-06
k__Viruses.f__Parvoviridae.g__Ambidensovirus	Likely_combined	MS2	0.576365740867163	0.0870840369925475	77	77	1.69983132564455e-07	1.76357729410709e-06
k__Viruses.o__Picornavirales.f__Secoviridae.g__Comovirus	Likely_combined	MS2	0.575842546724789	0.0870136592289779	77	77	1.68505608312766e-07	1.76357729410709e-06
k__Viruses.g__Polemovirus	Likely_combined	MS2	0.576516022555703	0.0871571992078813	77	77	1.7248440728441e-07	1.76357729410709e-06
k__Viruses.f__Leviviridae.g__Levivirus	Likely_combined	MS2	0.575699527422122	0.0869234501716125	77	77	1.65577163042116e-07	1.76357729410709e-06
k__Viruses.o__Caudovirales.f__Podoviridae.g__Phieco32likevirus	Likely_combined	MS2	0.576436118858698	0.0871140679498722	77	77	1.71007109198034e-07	1.76357729410709e-06
k__Viruses.f__Reoviridae.g__Aquareovirus	Likely_combined	MS2	0.576494742213805	0.0871047610569063	77	77	1.70537114847936e-07	1.76357729410709e-06
k__Viruses.f__Bromoviridae.g__Ilarvirus	Likely_combined	MS2	0.57640838572558	0.087032924449519	77	77	1.68032846392034e-07	1.76357729410709e-06
k__Viruses.f__Narnaviridae.g__Narnavirus	Likely_combined	MS2	0.578042317520474	0.0870752093446397	77	77	1.66615360232013e-07	1.76357729410709e-06
k__Viruses.f__Totiviridae.g__Totivirus	Likely_combined	MS2	0.576465503065055	0.0871000571267942	77	77	1.70420634808974e-07	1.76357729410709e-06
k__Viruses.o__Caudovirales.f__Siphoviridae.g__Chilikevirus	Likely_combined	MS2	0.577144590043647	0.087068542575294	77	77	1.67851014582983e-07	1.76357729410709e-06
k__Viruses.f__Potyviridae.g__Tritimovirus	Likely_combined	MS2	0.576489484350173	0.0871031567707005	77	77	1.70456247979671e-07	1.76357729410709e-06
k__Viroids.f__Pospiviroidae.g__Coleviroid	Likely_combined	MS2	0.57643064313923	0.0870749850754072	77	77	1.6955945336229e-07	1.76357729410709e-06
k__Viruses.f__Papillomaviridae.g__Dyopipapillomavirus	Likely_combined	MS2	0.576462038290509	0.0870598236203745	77	77	1.68958695038746e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Siccibacter	Likely_combined	MS2	0.576024439651879	0.0842345345524699	77	77	8.9595812569462e-08	1.76357729410709e-06
k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Neosynechococcus	Likely_combined	MS2	0.577351014312743	0.0853077729330753	77	77	1.13065885818188e-07	1.76357729410709e-06
k__Bacteria.p__Cyanobacteria.o__Nostocales.f__Nostocaceae.g__Dolichospermum	Likely_combined	MS2	0.579812581848235	0.0862046036483429	77	10	1.3541128391497e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Hyphomonadaceae.g__Ponticaulis	Likely_combined	MS2	0.774201885743218	0.112613446502239	77	66	4.16539438554121e-08	1.76357729410709e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Altibacter	Likely_combined	MS2	0.575535385539423	0.0859601426308003	77	70	1.33855218450721e-07	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Methanomassiliicoccaceae.g__Candidatus_Methanomethylophilus	Likely_combined	MS2	0.576348829985935	0.0863278416539165	77	77	1.43795523395903e-07	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Haloarcula	Likely_combined	MS2	0.58219723399221	0.088725417631173	77	77	1.48579609759565e-07	1.76357729410709e-06
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cyclobacteriaceae.g__Nitritalea	Likely_combined	MS2	0.572621616999087	0.0843513996183688	77	77	1.0236443919079e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Mangrovibacter	Likely_combined	MS2	0.574109313670028	0.0858665655307059	77	77	1.34056296816935e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Colwelliaceae.g__Thalassotalea	Likely_combined	MS2	0.576130351697734	0.0825172922984689	77	76	7.98225979509501e-08	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Pseudoramibacter	Likely_combined	MS2	0.572837236234974	0.0853947869508483	77	77	1.28199826864291e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Reinekea	Likely_combined	MS2	0.575822688512134	0.0808011566315219	77	77	5.56535023263057e-08	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfospira	Likely_combined	MS2	0.574224130510864	0.0857329879118669	77	75	1.29550637314598e-07	1.76357729410709e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Arenitalea	Likely_combined	MS2	0.577430390066048	0.0850017940439503	77	58	1.0532391748461e-07	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Thermoactinomycetaceae.g__Shimazuella	Likely_combined	MS2	0.576995724416272	0.0853314915717635	77	72	1.1405626670018e-07	1.76357729410709e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Gaetbulibacter	Likely_combined	MS2	0.573722273561241	0.0862742455870324	77	72	1.47535546412998e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Basilea	Likely_combined	MS2	0.579250443793892	0.0854783675520232	77	77	1.15577877560608e-07	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Alicyclobacillaceae.g__Effusibacillus	Likely_combined	MS2	0.578921363884595	0.0857583001798461	77	77	1.2334316363815e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Neisseriales.f__Chromobacteriaceae.g__Chitinibacter	Likely_combined	MS2	0.580235424611665	0.0852022947649414	77	75	1.07939651332368e-07	1.76357729410709e-06
k__Bacteria.p__Cyanobacteria.o__Pleurocapsales.g__Myxosarcina	Likely_combined	MS2	0.574227029807065	0.0852290216003265	77	72	1.31307125072397e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Alteromonadales.f__Alteromonadaceae.g__Gayadomonas	Likely_combined	MS2	0.578079540477733	0.0857578842243512	77	75	1.24242816683112e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Methylococcales.f__Methylococcaceae.g__Methylomarinum	Likely_combined	MS2	0.578365725750566	0.080628157617557	77	77	6.21450317173439e-08	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Jeotgalibacillus	Likely_combined	MS2	0.578800941193591	0.0868449458764061	77	26	1.57130508127658e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Zymobacter	Likely_combined	MS2	0.576087175641239	0.0817314835923654	77	77	6.75427934453583e-08	1.76357729410709e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Paeniglutamicibacter	Likely_combined	MS2	0.574458503119578	0.0840979631817486	77	77	8.85792208612446e-08	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halobellus	Likely_combined	MS2	0.581471554017293	0.0863310849859995	77	77	1.38156561767782e-07	1.76357729410709e-06
k__Bacteria.p__Bacteroidetes.c__Cytophagia.o__Cytophagales.f__Cyclobacteriaceae.g__Cyclobacterium	Likely_combined	MS2	0.577603821571215	0.0821352188685206	77	8	7.89498957176917e-08	1.76357729410709e-06
k__Bacteria.p__Bacteroidetes.c__Sphingobacteriia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Olivibacter	Likely_combined	MS2	0.575396296971079	0.0862030704167673	77	67	1.41860511910638e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Gallionellales.f__Gallionellaceae.g__Sideroxydans	Likely_combined	MS2	0.572590885160958	0.0826116560886863	77	49	6.40365238929305e-08	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Sediminibacillus	Likely_combined	MS2	0.575809684381353	0.0869064185189687	77	77	1.64655709748817e-07	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanohalobium	Likely_combined	MS2	0.575700428343065	0.0865525748213269	77	75	1.52511710394415e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Thiotrichales.f__Piscirickettsiaceae.g__Thioalkalimicrobium	Likely_combined	MS2	0.738232071378481	0.106349052391517	77	59	4.18115206940174e-08	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Saccharospirillaceae.g__Saccharospirillum	Likely_combined	MS2	0.579662247845687	0.0807210987369542	77	76	6.68545361476077e-08	1.76357729410709e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Robiginitalea	Likely_combined	MS2	0.579964721141146	0.0856318643940013	77	77	1.19121204115035e-07	1.76357729410709e-06
k__Bacteria.p__Thermodesulfobacteria.c__Thermodesulfobacteria.o__Thermodesulfobacteriales.f__Thermodesulfobacteriaceae.g__Caldimicrobium	Likely_combined	MS2	0.573345038120978	0.0846059422173826	77	46	1.11790735521785e-07	1.76357729410709e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Actinopolymorpha	Likely_combined	MS2	0.574943555856194	0.0830076348741474	77	61	6.80443541586798e-08	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhodobiaceae.g__Candidatus_Phaeomarinobacter	Likely_combined	MS2	0.580197398638789	0.0842273905970384	77	77	8.65823150874496e-08	1.76357729410709e-06
k__Bacteria.p__Acidobacteria.c__Acidobacteriia.o__Acidobacteriales.f__Acidobacteriaceae.g__Candidatus_Koribacter	Likely_combined	MS2	0.573844111352861	0.0842586085349034	77	77	9.28016839727165e-08	1.76357729410709e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermabacteraceae.g__Helcobacillus	Likely_combined	MS2	0.582215954312807	0.0851384112694669	77	77	1.06432222967194e-07	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Centipeda	Likely_combined	MS2	0.581367116606035	0.0831301712530612	77	76	1.16277622105108e-07	1.76357729410709e-06
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Nocardiopsaceae.g__Allosalinactinospora	Likely_combined	MS2	0.582649042247576	0.0862937692772105	77	77	8.25456048707529e-08	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Ponticoccus	Likely_combined	MS2	0.578979897249495	0.0826372211807641	77	55	6.02056542306335e-08	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halogranum	Likely_combined	MS2	0.578798926340849	0.086959986703129	77	77	1.61256139836424e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Nautiliales.f__Nautiliaceae.g__Nautilia	Likely_combined	MS2	0.575391999783354	0.0859203311871142	77	15	1.58370478720581e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Obesumbacterium	Likely_combined	MS2	0.575244514348435	0.0824111648096588	77	77	7.50941729929467e-08	1.76357729410709e-06
k__Bacteria.p__Aquificae.c__Aquificae.o__Desulfurobacteriales.f__Desulfurobacteriaceae.g__Thermovibrio	Likely_combined	MS2	0.573953812960596	0.0856064342392026	77	77	1.41195330182344e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Aliiroseovarius	Likely_combined	MS2	0.583226556903109	0.0867116974971226	77	77	8.88537547843728e-08	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halobacterium	Likely_combined	MS2	0.583503120093665	0.0878623695686006	77	77	1.14695044560571e-07	1.76357729410709e-06
k__Bacteria.p__Aquificae.c__Aquificae.o__Aquificales.g__Thermosulfidibacter	Likely_combined	MS2	0.576171544992801	0.0822706324542456	77	77	7.58200705535884e-08	1.76357729410709e-06
k__Bacteria.p__Cyanobacteria.o__Stigonematales.g__Mastigocladopsis	Likely_combined	MS2	0.57807662759642	0.0820777850823938	77	20	7.98672389289095e-08	1.76357729410709e-06
k__Archaea.p__Thaumarchaeota.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Candidatus_Nitrosoarchaeum	Likely_combined	MS2	0.580061153322183	0.0866679588864797	77	75	1.49815629507691e-07	1.76357729410709e-06
k__Bacteria.p__Thermotogae.c__Thermotogae.o__Mesoaciditogales.f__Mesoaciditogaceae.g__Mesoaciditoga	Likely_combined	MS2	0.572143643936324	0.0831023579411653	77	77	7.26812426434299e-08	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Epsilonproteobacteria.o__Campylobacterales.f__Helicobacteraceae.g__Wolinella	Likely_combined	MS2	0.584825980742806	0.0871229523778421	77	77	9.23802863508328e-08	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Natrialbales.f__Natrialbaceae.g__Halopiger	Likely_combined	MS2	0.586326387817635	0.0891462726452531	77	77	1.38696019681494e-07	1.76357729410709e-06
k__Archaea.p__Thaumarchaeota.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Nitrosopumilus	Likely_combined	MS2	0.583677174130929	0.0870242507766179	77	69	9.40412935146253e-08	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Marinococcus	Likely_combined	MS2	0.576053990277047	0.0861787272841147	77	77	1.39651434694089e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfobacula	Likely_combined	MS2	0.57307965463531	0.0847163202239219	77	19	1.04496431592617e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Cellvibrionales.f__Spongiibacteraceae.g__Dasania	Likely_combined	MS2	0.574713030606131	0.0821560804987059	77	76	6.94816169045051e-08	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__Thermincola	Likely_combined	MS2	0.587162804338477	0.0852064065673635	77	77	5.38627813120258e-08	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Shuttleworthia	Likely_combined	MS2	0.577601219881336	0.0827975974516306	77	58	9.05751108813188e-08	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Methylophilales.f__Methylophilaceae.g__Methylovorus	Likely_combined	MS2	0.585480432434803	0.0866930185152518	77	77	8.16460737695544e-08	1.76357729410709e-06
k__Bacteria.p__Chloroflexi.c__Thermomicrobia.o__Thermomicrobiales.f__Thermomicrobiaceae.g__Thermomicrobium	Likely_combined	MS2	0.575142580470665	0.085860382919128	77	77	1.31562094868178e-07	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halogeometricum	Likely_combined	MS2	0.579910261241668	0.0841723228597494	77	77	8.5591918799433e-08	1.76357729410709e-06
k__Bacteria.p__Aquificae.c__Aquificae.o__Aquificales.f__Aquificaceae.g__Thermocrinis	Likely_combined	MS2	0.5806751753821	0.0868393278178105	77	72	1.55026015614276e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Ectothiorhodospiraceae.g__Arhodomonas	Likely_combined	MS2	0.927569868823977	0.12901241342467	77	3	2.16619627455283e-08	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis	Likely_combined	MS2	0.576411377674857	0.0870563549340954	77	77	1.68921327301572e-07	1.76357729410709e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Mesonia	Likely_combined	MS2	0.575060534602523	0.0853510805459244	77	72	1.17575335032377e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Basfia	Likely_combined	MS2	0.574436491913747	0.0853635257137961	77	77	1.36321169387995e-07	1.76357729410709e-06
k__Bacteria.p__Cyanobacteria.o__Chroococcales.g__Candidatus_Atelocyanobacterium	Likely_combined	MS2	0.573224383837304	0.0849527112150532	77	68	1.10101710243989e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Thalassolituus	Likely_combined	MS2	0.57876431104559	0.0806184063703746	77	70	6.40564427991745e-08	1.76357729410709e-06
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	Likely_combined	MS2	0.581060389549313	0.0871359731004427	77	77	1.6482874234349e-07	1.76357729410709e-06
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Coriobacterium	Likely_combined	MS2	0.577680671025085	0.0860333135400345	77	77	1.32621791069656e-07	1.76357729410709e-06
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Oceanospirillaceae.g__Amphritea	Likely_combined	MS2	0.578505818037849	0.0809082884297792	77	76	6.48692514903264e-08	1.76357729410709e-06
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Haloplanus	Likely_combined	MS2	0.576816764668385	0.0869082753587939	77	77	1.62594255982029e-07	1.76357729410709e-06
k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Flagellimonas	Likely_combined	MS2	0.576159436016521	0.0860114517682295	77	67	1.65932044898537e-07	1.76357729410709e-06
